station_co,district_n,x,y
1853,16,579831.68,3627782.58
1854,16,579437.34,3627977.87
1855,16,579327.49,3627801.81
1856,16,579242.68,3627598.58
1857,16,578796.03,3627541.47
1858,16,578596.36,3627412.05
1859,16,578429.87,3627194.76
1860,16,578360.3,3626991.54
1861,16,578533.28,3626838.7
1862,16,578792.24,3626781.21
1863,16,578088.89,3626252.79
1864,16,578266.27,3626017.6
1865,16,578489.79,3625837.21
1866,16,579171.82,3626573.7
1867,16,579107.14,3626416.31
1868,16,579309.15,3625903.6
1869,16,579241.27,3625372.45
1870,16,577028.85,3624881.5
1871,16,577230.65,3622423.48
1872,16,577595.37,3620837.16
1873,16,576115.06,3620158.73
1874,16,574586.92,3620032.95
1875,16,573028.93,3619897.42
1897,16,552400.18,3611834.42
1901,16,551578.62,3608029.34
1902,16,551329.65,3607616.11
1903,16,551145.7,3607311.97
1904,16,550814.61,3606858.97
1905,16,550471.52,3606450.83
1906,16,550147.7,3606070.73
1907,16,549505.03,3605255.71
1908,16,549418.62,3604983.13
1909,16,548833.45,3604053.26
1910,16,548851.5,3604029.18
1911,16,549422.46,3604928.16
1912,16,549535.72,3605274.15
1913,16,550156,3606042.28
1914,16,550490.92,3606438.18
1915,16,550871.19,3606897.4
1916,16,551160.84,3607287.21
1917,16,551331.67,3607570.45
1918,16,551546.92,3607934.95
1920,16,581756.16,3616790.27
1921,16,581659.7,3616651.67
1922,16,581582.5,3616541.06
1923,16,581336.08,3616338.15
1931,16,578986.42,3613423.5
1932,16,579235.03,3613485.12
1933,16,579379.83,3613521.19
1935,16,580355.3,3614810.64
1936,16,580939.87,3615873.71
1937,16,581161.85,3616260.56
1938,16,581374.39,3616331.26
1939,16,581590.93,3616531.15
1940,16,581668.5,3616641.54
1941,16,581776.61,3616799.75
1942,16,581868.42,3616934.21
1943,16,583535.9,3616750.51
1944,16,587126.47,3610640.2
1945,16,586568.19,3610929.57
1946,16,585472.82,3611696.19
1947,16,584931.76,3611925.94
1948,16,583538.28,3612500.76
1949,16,583393.45,3612725.16
1950,16,583453.44,3612831.1
1951,16,584021.19,3614096.77
1952,16,584034.65,3614390.68
1953,16,584095.43,3614466.69
1954,16,584321.56,3614497.54
1955,16,584548.95,3614532.84
1957,16,584191.52,3614814.3
1958,16,583212.41,3614534
1959,16,582572.26,3614367.69
1960,16,580490.06,3613836.54
1963,16,580456.54,3613794.92
1964,16,582625,3614351.6
1965,16,583522.3,3614583.93
1966,16,584017.84,3614704.29
1968,16,584549.53,3614552.58
1969,16,584342.28,3614520.11
1970,16,584094.6,3614488.08
1971,16,584006.28,3614440.77
1972,16,583983.92,3614101.33
1973,16,583429.2,3612836.55
1974,16,583347.37,3612695.5
1975,16,583536.11,3612491.31
1976,16,585423.05,3611702.64
1977,16,586577.28,3610909.25
1978,16,587086.92,3610646.28
1979,16,582114.22,3623332.55
1980,16,581946.93,3623269.86
1981,16,581462.01,3622909.54
1982,16,580708.6,3621904.9
1983,16,580486.59,3621074.25
1984,16,578629.8,3620365.9
1985,16,577724.16,3620294.47
1986,16,577760.47,3620265.71
1987,16,578703.98,3620347.53
1988,16,580516.32,3621083.92
1989,16,580732.85,3621895.68
1990,16,581544.95,3622976.18
1991,16,581936.58,3623240.95
1997,16,583407.33,3614505.92
1998,16,582563.28,3611184.51
1999,16,582319.4,3610932.15
2000,16,582207.77,3610749.63
2001,16,582481.45,3610270.84
2002,16,582521.58,3609921.39
2003,16,583803.14,3608285.38
2004,16,584822.96,3603480.72
2005,16,585406.73,3602997.11
2006,16,586670.03,3602245.11
2007,16,586909.55,3602289.32
2008,16,587094.19,3602294.37
2009,16,587443.41,3602442.32
2010,16,587598.71,3602485.47
2011,16,587822.3,3602566.71
2012,16,588087.79,3602645.65
2013,16,588327.87,3602698.66
2014,16,588218.05,3603354.8
2015,16,588350.55,3603755.54
2016,16,588402.73,3603948.57
2017,16,593126.94,3602905.53
2018,16,593481.71,3602789.66
2019,16,595530.32,3601830.5
2020,16,595649.04,3601690.61
2021,16,595678.71,3601573.04
2022,16,595704.55,3601384.69
2023,16,595708.44,3601283.18
2024,16,595663.07,3601136.73
2025,16,595695.3,3601155.11
2026,16,595721.59,3601283.08
2027,16,595720.91,3601402.81
2028,16,595697.1,3601564.56
2029,16,595660.82,3601715.33
2030,16,595518.32,3601848.34
2031,16,593510.84,3602797.25
2032,16,593151.57,3602912.19
2033,16,591773.06,3603362.76
