station_code,line,order,go_back,station_name,geo_width,geo_length,station_type,roate_type,in_terminal
2517,29,27,back,???,51.710513,32.633275,normal,normal,no
2519,29,28,back,??? ????,51.707600,32.635143,normal,normal,no
2521,29,29,back,???? ???????? ??????,51.701663,32.639607,normal,normal,no
2523,29,30,back,????? ???????,51.696360,32.640748,od,normal,no
1889,31,1,go,?????? ????? -31,51.716181,32.624754,od,normal,yes
2381,31,2,go,????? ??? ?????,51.714778,32.625978,normal,normal,no
2383,31,3,go,??????? ????,51.711508,32.627858,normal,normal,no
2385,31,4,go,??? ????,51.709410,32.628915,normal,normal,no
2387,31,5,go,?? ????,51.704922,32.632598,normal,normal,no
2391,31,6,go,?????? ?????,51.698080,32.635417,normal,normal,no
2393,31,7,go,???? ??? ?????,51.695524,32.636008,normal,normal,no
2397,31,8,go,???? ??? ???????,51.692487,32.633060,normal,normal,no
2516,31,9,go,?????? ?????,51.689546,32.633371,normal,normal,no
2513,31,10,go,????? ???,51.685779,32.633748,normal,normal,no
2511,31,11,go,???? ???,51.682803,32.634088,normal,normal,no
2509,31,12,go,??????? ??? ??????,51.677577,32.634604,normal,normal,no
2506,31,13,go,?????? ???? ??????,51.673488,32.635058,normal,normal,no
2505,31,14,go,???? ???????,51.670642,32.635374,normal,normal,no
2446,31,15,go,???????,51.665369,32.635916,normal,normal,no
2452,31,16,go,?????,51.661111,32.636377,normal,normal,no
2729,31,17,go,?? ???,51.658253,32.641726,normal,normal,no
2476,31,18,go,????? ????,51.653459,32.640395,normal,normal,no
2472,31,19,go,???? ??? ???? ?????,51.652827,32.637247,normal,normal,no
2484,31,20,go,????? ???????,51.648619,32.637681,normal,normal,no
2480,31,21,go,?? ??? ???,51.644448,32.638134,normal,normal,no
2479,31,22,go,???? ?????,51.641889,32.638593,normal,normal,no
2701,31,23,go,?? ????,51.639370,32.635653,normal,normal,no
2494,31,24,go,??? ??????,51.638802,32.633028,normal,normal,no
1627,31,25,go,?????,51.638053,32.630237,normal,normal,no
2071,31,26,go,???????? ????,51.636934,32.629591,normal,normal,no
2072,31,27,go,????? ???????,51.632183,32.629929,normal,normal,no
2073,31,28,go,???? ?????,51.627270,32.629778,normal,normal,no
2061,31,29,go,??? ????,51.626064,32.628815,normal,normal,no
2877,31,30,go,?? ??? ?????,51.625853,32.624957,normal,normal,no
2129,31,31,go,?????? ???,51.625893,32.622123,normal,normal,no
3051,31,32,go,???? ?????,51.625871,32.619523,normal,normal,no
3050,31,33,go,??? ??????,51.626103,32.615700,normal,normal,no
3192,31,34,go,??????,51.626088,32.613410,normal,normal,no
3193,31,35,go,???? ????,51.626067,32.610584,normal,normal,no
3190,31,36,go,???????? ???? ??? ?,51.625635,32.610385,normal,normal,no
3595,31,37,go,?????? ??? ??? ??? ?? -31,51.623946,32.611107,od,normal,yes
3595,31,1,back,?????? ??? ??? ??? ?? -31,51.623946,32.611107,od,normal,yes
3191,31,2,back,?????,51.626337,32.606940,normal,normal,no
3367,31,3,back,???? ????,51.626326,32.609790,normal,normal,no
3369,31,4,back,??????,51.626349,32.613370,normal,normal,no
3371,31,5,back,??? ??????,51.626362,32.615767,normal,normal,no
3951,31,6,back,???? ?????,51.626104,32.620007,normal,normal,no
3142,31,7,back,?????? ???,51.626185,32.621952,normal,normal,no
2872,31,8,back,?? ??? ?????,51.626158,32.625307,normal,normal,no
1742,31,9,back,?????,51.626366,32.628755,normal,normal,no
2076,31,10,back,???? ?????,51.628894,32.629826,normal,normal,no
2077,31,11,back,????? ???????,51.631689,32.629866,normal,normal,no
2079,31,12,back,???????? ????,51.636244,32.629455,normal,normal,no
2495,31,13,back,?????,51.638330,32.630068,normal,normal,no
2490,31,14,back,??? ??????,51.639239,32.633444,normal,normal,no
2809,31,15,back,???? ?????,51.641252,32.637598,normal,normal,no
2482,31,16,back,?? ??? ???,51.644877,32.637946,normal,normal,no
2485,31,17,back,????? ???????,51.649591,32.637452,normal,normal,no
2471,31,18,back,???? ??? ???? ?????,51.652494,32.637142,normal,normal,no
2470,31,19,back,??????,51.655812,32.636778,normal,normal,no
2454,31,20,back,?????,51.661081,32.636215,normal,normal,no
2436,31,21,back,???????,51.665475,32.635758,normal,normal,no
2438,31,22,back,?????? ??? ???????,51.666966,32.635584,normal,normal,no
2503,31,23,back,???? ???????,51.669643,32.635294,normal,normal,no
2504,31,24,back,?????? ???? ??????,51.672910,32.634953,normal,normal,no
2510,31,25,back,??????? ??? ??????,51.678926,32.634352,normal,normal,no
2512,31,26,back,???? ???,51.683138,32.633882,normal,normal,no
2514,31,27,back,????? ???,51.685117,32.633664,normal,normal,no
2515,31,28,back,?????? ?????,51.689222,32.633238,normal,normal,no
2399,31,29,back,???? ??? ???????,51.692233,32.632932,normal,normal,no
2395,31,30,back,???? ??? ?????,51.695544,32.635736,normal,normal,no
2392,31,31,back,?????? ?????,51.698813,32.634814,normal,normal,no
2390,31,32,back,?? ????,51.702095,32.632925,normal,normal,no
2388,31,33,back,?? ????,51.706210,32.630843,normal,normal,no
2386,31,34,back,??? ????,51.708352,32.629157,normal,normal,no
2384,31,35,back,??????? ????,51.711687,32.627460,normal,normal,no
1674,31,36,back,????? ??? ?????,51.714424,32.625923,normal,normal,no
1889,31,37,back,?????? ????? -31,51.716181,32.624754,od,normal,yes
1780,32,1,go,????? ? ???? ??????-32,51.698955,32.609063,od,normal,no
1781,32,2,go,???? ??????,51.685973,32.601830,normal,normal,no
1782,32,3,go,???,51.678442,32.601922,normal,normal,no
1783,32,4,go,????? ??????,51.676052,32.597455,normal,normal,no
1784,32,5,go,??? ???? ??????,51.673444,32.594010,normal,normal,no
1785,32,6,go,??? ?????,51.672614,32.594704,normal,normal,no
3344,32,7,go,??? ???? 3,51.670504,32.594575,normal,normal,no
3413,32,8,go,??? ????,51.669403,32.594891,normal,normal,no
1505,32,9,go,???? ?????,51.668761,32.597718,normal,normal,no
3354,32,10,go,???????,51.667452,32.600598,normal,normal,no
3608,32,11,go,??? ???? ??,51.663365,32.607055,normal,normal,no
2422,32,12,go,??????? ??????-63,51.663970,32.617452,od,normal,no
2428,32,13,go,????? ?????-?????,51.664395,32.620377,normal,normal,no
1551,32,14,go,????? ?????-34,51.664514,32.621285,normal,normal,no
1554,32,1,back,????? ?????-61-32,51.663816,32.618544,od,normal,no
2423,32,2,back,??????? ??????,51.663610,32.616991,normal,normal,no
3353,32,3,back,???????,51.663129,32.613374,normal,normal,no
3604,32,4,back,??? ???? ??,51.663024,32.607057,normal,normal,no
1504,32,5,back,??? ???????,51.664822,32.604092,normal,normal,no
3903,32,6,back,???????,51.667266,32.600004,normal,normal,no
3345,32,7,back,???? ?????,51.668685,32.597068,normal,normal,no
3340,32,8,back,??? ????,51.668935,32.595134,normal,normal,no
3900,32,9,back,?? ???? ????,51.669667,32.592727,normal,normal,no
1786,32,10,back,??? ?????,51.672378,32.594529,normal,normal,no
3033,32,11,back,??????? ??????,51.672824,32.593735,normal,normal,no
3032,32,12,back,????? ??????,51.676220,32.597449,normal,normal,no
1787,32,13,back,???,51.678723,32.601907,normal,normal,no
1788,32,14,back,???? ??????,51.686387,32.602008,normal,normal,no
1780,32,15,back,????? ? ???? ??????-32,51.698955,32.609063,od,normal,no
3435,33,1,go,??? ??????-33,51.580338,32.620750,od,normal,no
3434,33,2,go,?? ??? ????,51.578292,32.619480,normal,normal,no
3431,33,3,go,???? ???????,51.576068,32.617738,normal,normal,no
3620,33,4,go,?? ??? ???????,51.578365,32.615680,normal,normal,no
3429,33,5,go,??? ?????,51.581065,32.615258,normal,normal,no
3436,33,6,go,??? ???,51.585351,32.614408,normal,normal,no
3439,33,7,go,??? ???? ??????,51.589531,32.613499,normal,normal,no
3632,33,8,go,?? ??????,51.589919,32.609966,normal,normal,no
4102,33,9,go,????? ????,51.595826,32.612913,normal,BRT,no
3247,33,10,go,????? ??? ??-46,51.602310,32.617193,od,normal,no
3419,33,11,go,????? ??? ??,51.600006,32.616090,od,normal,no
4129,33,12,go,????? ????,51.594699,32.613086,normal,normal,no
4129,33,1,back,????? ????,51.594699,32.613086,normal,normal,no
3440,33,2,back,??? ???? ??????,51.589512,32.613734,normal,normal,no
3195,33,3,back,??? ???,51.586093,32.614506,normal,normal,no
3271,33,4,back,??????,51.587986,32.617785,normal,normal,no
3272,33,5,back,???????,51.586543,32.616143,normal,normal,no
3447,33,6,back,??? ???,51.585155,32.614639,normal,normal,no
3430,33,7,back,??? ?????,51.580770,32.615529,normal,normal,no
3815,33,8,back,?? ??? ???????,51.577470,32.616553,normal,normal,no
3432,33,9,back,???? ???????,51.576763,32.618354,normal,normal,no
3433,33,10,back,?? ??? ????,51.578546,32.619435,normal,normal,no
3435,33,11,back,??? ??????-33,51.580338,32.620750,od,normal,no
4179,34,1,go,?????? ???? ???-34,51.602428,32.714758,od,normal,yes
4013,34,2,go,????? ????????,51.605326,32.715095,normal,normal,no
4061,34,3,go,???? ??????,51.608568,32.714178,normal,normal,no
3289,34,4,go,?????? ????????,51.605527,32.710536,normal,normal,no
1501,34,5,go,???? ??????,51.607716,32.707213,normal,normal,no
2233,34,6,go,?????? ???? ???,51.610412,32.705223,normal,normal,no
2791,34,7,go,???? ????? ?????? (?????),51.612310,32.703882,normal,normal,no
2445,34,8,go,???? ??????(????),51.617072,32.700224,normal,normal,no
2194,34,9,go,?????,51.619405,32.698232,normal,normal,no
2180,34,10,go,??????,51.623254,32.695322,normal,normal,no
2491,34,11,go,?????? ????? (????),51.626230,32.693242,normal,normal,no
2178,34,12,go,????? ???????,51.627621,32.691979,normal,normal,no
2176,34,13,go,?????,51.630722,32.689633,normal,normal,no
2776,34,14,go,?????? ???,51.633272,32.687692,normal,normal,no
2174,34,15,go,??? ?????,51.635653,32.685863,normal,normal,no
2173,34,16,go,?????? ???????,51.639235,32.683083,normal,normal,no
1502,34,17,go,???????,51.645756,32.678200,normal,normal,no
2167,34,18,go,????? ??????  ??????,51.648891,32.675784,od,normal,no
1164,34,19,go,????? ??????  ??????,51.650350,32.673526,normal,normal,no
1165,34,20,go,????,51.650672,32.670866,normal,normal,no
1503,34,21,go,???? ??? ???? ????,51.650965,32.668279,normal,normal,no
1166,34,22,go,???? ??? ???? ????,51.651435,32.665275,normal,normal,no
1167,34,23,go,????????,51.652206,32.662652,normal,normal,no
1168,34,24,go,????????? ??????,51.652896,32.660168,normal,normal,no
1169,34,25,go,???????,51.652933,32.657757,normal,normal,no
1170,34,26,go,???? ??? ???? ?????,51.652924,32.654547,normal,normal,no
1171,34,27,go,???? ?????,51.652924,32.651627,normal,normal,no
1172,34,28,go,????,51.652903,32.649142,normal,normal,no
1173,34,29,go,?? ????,51.652883,32.646133,normal,normal,no
2476,34,30,go,????? ????,51.653459,32.640395,normal,normal,no
2469,34,31,go,???? ??? ???? ?????,51.653806,32.636362,normal,normal,no
2468,34,32,go,??????,51.653506,32.634158,normal,normal,no
2466,34,33,go,??? ??????,51.652919,32.629871,normal,normal,no
2464,34,34,go,???? ??? ??????,51.652443,32.626840,normal,normal,no
2113,34,35,go,?????? ???? ?????,51.652110,32.623835,normal,normal,no
2111,34,36,go,???? ?????,51.656533,32.622333,normal,normal,no
2427,34,37,go,????? ?????-?????,51.664075,32.620386,normal,normal,no
2423,34,38,go,??????? ??????,51.663610,32.616991,normal,normal,no
3353,34,39,go,???????,51.663129,32.613374,normal,normal,no
3604,34,40,go,??? ???? ??,51.663024,32.607057,normal,normal,no
1504,34,41,go,??? ???????,51.664822,32.604092,normal,normal,no
3903,34,42,go,???????,51.667266,32.600004,normal,normal,no
3345,34,43,go,???? ?????,51.668685,32.597068,normal,normal,no
3340,34,44,go,??? ????,51.668935,32.595134,normal,normal,no
3333,34,45,go,?????? ???,51.669198,32.586785,normal,normal,no
3586,34,46,go,?????? ???-34,51.669836,32.589488,od,normal,yes
3586,34,1,back,?????? ???-34,51.669836,32.589488,od,normal,yes
3900,34,2,back,?? ???? ????,51.669667,32.592727,normal,normal,no
3413,34,3,back,??? ????,51.669403,32.594891,normal,normal,no
1505,34,4,back,???? ?????,51.668761,32.597718,normal,normal,no
3354,34,5,back,???????,51.667452,32.600598,normal,normal,no
3608,34,6,back,??? ???? ??,51.663365,32.607055,normal,normal,no
2422,34,7,back,??????? ??????-63,51.663970,32.617452,od,normal,no
1551,34,8,back,????? ?????-34,51.664514,32.621285,normal,normal,no
2110,34,9,back,???? ?????,51.656220,32.622684,normal,normal,no
2112,34,10,back,?????? ???? ?????,51.652303,32.623689,normal,normal,no
2463,34,11,back,???? ??? ??????,51.652683,32.626514,normal,normal,no
2465,34,12,back,??? ??????,51.653116,32.629678,normal,normal,no
2467,34,13,back,??????,51.653628,32.633404,normal,normal,no
2473,34,14,back,???? ??? ???? ?????,51.654065,32.637722,normal,normal,no
2797,34,15,back,????? ????,51.653600,32.640600,normal,normal,no
1174,34,16,back,?? ????,51.653068,32.645560,normal,normal,no
1175,34,17,back,????,51.653043,32.648850,normal,normal,no
1176,34,18,back,???? ?????,51.653097,32.651847,normal,normal,no
1177,34,19,back,???? ??? ???? ?????,51.653104,32.655633,normal,normal,no
1178,34,20,back,????????? ??????,51.653114,32.659918,normal,normal,no
1506,34,21,back,????????,51.651998,32.664075,normal,normal,no
1180,34,22,back,???? ??? ???? ????,51.651310,32.666854,normal,normal,no
1181,34,23,back,????,51.650865,32.670550,normal,normal,no
1549,34,24,back,????? ?????? ??????-34,51.651409,32.674814,normal,normal,no
2730,34,25,back,?????? ???? ?????-?????,51.648034,32.676831,normal,normal,no
2172,34,26,back,?????? ???????,51.639565,32.683354,normal,normal,no
2175,34,27,back,??? ?????,51.636663,32.685574,normal,normal,no
2774,34,28,back,?????? ???,51.633690,32.687820,normal,normal,no
2177,34,29,back,?????,51.630888,32.689962,normal,normal,no
2449,34,30,back,?????? ????? (????),51.626749,32.692940,normal,normal,no
2158,34,31,back,??????,51.624609,32.694709,normal,normal,no
2183,34,32,back,????????,51.622204,32.696572,normal,normal,no
2193,34,33,back,?????,51.620011,32.698236,normal,normal,no
2444,34,34,back,???? ?????? (????),51.617504,32.700018,normal,normal,no
2442,34,35,back,???? ????? ??????(????),51.612925,32.703511,normal,normal,no
2332,34,36,back,?????? ???? ???,51.610591,32.705498,normal,normal,no
1507,34,37,back,???? ??????,51.606691,32.708635,normal,normal,no
2441,34,38,back,????????,51.604678,32.709817,normal,normal,no
3581,34,39,back,???? ???,51.603770,32.710695,normal,normal,no
4179,34,40,back,?????? ???? ???-34,51.602428,32.714758,od,normal,yes
2566,35,1,go,????? ???-35-13-5-4,51.691879,32.678663,od,normal,no
2568,35,2,go,???? ??? ?????,51.699229,32.679812,normal,normal,no
2834,35,3,go,???? ??????,51.703731,32.679774,normal,normal,no
2835,35,4,go,??????,51.705569,32.676192,normal,normal,no
2836,35,5,go,???? ?????,51.706750,32.673909,normal,normal,no
2817,35,6,go,?? ????,51.708621,32.670259,normal,normal,no
2818,35,7,go,???? ?????,51.710174,32.667309,normal,normal,no
2356,35,8,go,???????,51.711337,32.665073,normal,normal,no
2922,35,9,go,??????,51.710143,32.662355,normal,normal,no
2820,35,10,go,????,51.709023,32.659653,normal,normal,no
2821,35,11,go,????,51.707520,32.657153,normal,normal,no
2828,35,12,go,??? ????,51.706577,32.653495,normal,normal,no
2830,35,13,go,???? ???????,51.705801,32.650255,normal,normal,no
2619,35,14,go,???? ? ?? ????,51.704378,32.647054,normal,normal,no
2811,35,15,go,????????,51.702170,32.643430,normal,normal,no
2771,35,16,go,????? ?????,51.700629,32.640861,normal,normal,no
2523,35,17,go,????? ???????,51.696360,32.640748,od,normal,no
2772,35,18,go,?????? ?????????,51.690744,32.636602,normal,normal,no
2773,35,19,go,?????,51.686907,32.636938,normal,normal,no
2789,35,20,go,????? ????,51.679049,32.635985,normal,normal,no
4084,35,21,go,?? ??????,51.671668,32.639743,normal,normal,no
2196,35,22,go,?? ? ?? ??,51.668716,32.642462,normal,normal,no
4092,35,23,go,???? ?? ? ?? ??-40,51.666995,32.638822,od,normal,no
4092,35,1,back,???? ?? ? ?? ??-40,51.666995,32.638822,od,normal,no
2740,35,2,back,?? ? ?? ??-35,51.667277,32.641406,od,normal,no
2741,35,3,back,?? ??????,51.671456,32.639646,normal,normal,no
2742,35,4,back,????? ????,51.680613,32.635577,normal,normal,no
2722,35,5,back,?????,51.687475,32.636704,normal,normal,no
2723,35,6,back,?????? ?????????,51.690740,32.636357,normal,normal,no
2942,35,7,back,??? ????,51.696583,32.640538,normal,normal,no
2724,35,8,back,????? ?????,51.701192,32.641336,normal,normal,no
2698,35,9,back,???? ? ?? ????,51.703438,32.644892,normal,normal,no
2699,35,10,back,??? ??????,51.705252,32.648160,normal,normal,no
2919,35,11,back,??? ????,51.706609,32.652261,normal,normal,no
2700,35,12,back,????,51.707838,32.657116,normal,normal,no
2614,35,13,back,????,51.709368,32.659814,normal,normal,no
2928,35,14,back,??????,51.710458,32.662393,normal,normal,no
1751,35,15,back,???? ?????,51.710473,32.667167,normal,normal,no
2792,35,16,back,?? ????,51.708841,32.670335,normal,normal,no
2615,35,17,back,???? ?????,51.706976,32.674004,normal,normal,no
2617,35,18,back,??????,51.705770,32.676344,normal,normal,no
2618,35,19,back,???? ??????,51.703951,32.679900,normal,normal,no
2563,35,20,back,???? ??? ?????,51.699790,32.680217,normal,normal,no
2565,35,21,back,???? ???? ???? ?,51.695622,32.679368,normal,normal,no
2566,35,22,back,????? ???-35-13-5-4,51.691879,32.678663,od,normal,no
3342,36,1,go,??? ???? 2-??36,51.673388,32.597384,od,normal,no
3344,36,2,go,??? ???? 3,51.670504,32.594575,normal,normal,no
1505,36,3,go,???? ?????,51.668761,32.597718,normal,normal,no
3354,36,4,go,???????,51.667452,32.600598,normal,normal,no
3608,36,5,go,??? ???? ??,51.663365,32.607055,normal,normal,no
2422,36,6,go,??????? ??????-63,51.663970,32.617452,od,normal,no
2428,36,7,go,????? ?????-?????,51.664395,32.620377,normal,normal,no
2430,36,8,go,?????? ??????? ????,51.664878,32.624110,normal,normal,no
2433,36,9,go,???? ??????,51.665455,32.627757,normal,normal,no
2435,36,10,go,???????,51.665823,32.631172,normal,normal,no
2892,36,11,go,???? ??? ???,51.666367,32.634843,normal,normal,no
2446,36,12,go,???????,51.665369,32.635916,normal,normal,no
2452,36,13,go,?????,51.661111,32.636377,normal,normal,no
2448,36,14,go,????? ???????,51.659216,32.640787,normal,normal,no
2880,36,15,go,?? ???,51.659984,32.641506,normal,normal,no
2881,36,16,go,?? ? ?? ??-62-61-14,51.666285,32.642218,od,normal,no
2881,36,1,back,?? ? ?? ??-62-61-14,51.666285,32.642218,od,normal,no
4092,36,2,back,???? ?? ? ?? ??-40,51.666995,32.638822,od,normal,no
2437,36,3,back,???? ??? ???,51.666025,32.635026,normal,normal,no
2434,36,4,back,???????,51.665613,32.631889,normal,normal,no
2432,36,5,back,???? ??????,51.664879,32.626514,normal,normal,no
2431,36,6,back,?????? ??????? ????,51.664482,32.623614,normal,normal,no
2427,36,7,back,????? ?????-?????,51.664075,32.620386,normal,normal,no
2423,36,8,back,??????? ??????,51.663610,32.616991,normal,normal,no
3353,36,9,back,???????,51.663129,32.613374,normal,normal,no
3604,36,10,back,??? ???? ??,51.663024,32.607057,normal,normal,no
1504,36,11,back,??? ???????,51.664822,32.604092,normal,normal,no
3903,36,12,back,???????,51.667266,32.600004,normal,normal,no
3345,36,13,back,???? ?????,51.668685,32.597068,normal,normal,no
3340,36,14,back,??? ????,51.668935,32.595134,normal,normal,no
3341,36,15,back,??? ???? 1,51.669730,32.595602,normal,normal,no
3342,36,16,back,??? ???? 2-??36,51.673388,32.597384,od,normal,no
1152,38,18,go,????? ??????  ??????-38-12,51.651312,32.677263,od,normal,no
2557,38,19,go,???? ???? ??????,51.654350,32.684785,normal,normal,no
2801,38,20,go,?????? ???? ???????,51.652242,32.686485,normal,normal,no
2951,38,21,go,????,51.651648,32.687064,normal,normal,no
2901,38,22,go,??????,51.649708,32.688461,normal,normal,no
2950,38,23,go,??????,51.648722,32.689669,normal,normal,no
2952,38,24,go,????,51.647409,32.690870,normal,normal,no
2902,38,25,go,?????,51.644343,32.690107,normal,normal,no
2958,38,26,go,??? ? ????-18,51.642432,32.689005,od,normal,no
2958,38,1,go,??? ? ????-18,51.642432,32.689005,od,normal,no
2953,38,2,go,?????,51.644461,32.690059,normal,normal,no
2960,38,3,go,????,51.647274,32.690772,normal,normal,no
2916,38,4,go,??????,51.648447,32.689823,normal,normal,no
2900,38,5,go,??????,51.650041,32.688052,normal,normal,no
2904,38,6,go,????,51.651045,32.687332,normal,normal,no
2733,38,7,go,?????? ???? ???????,51.652125,32.686437,normal,normal,no
2707,38,8,go,???? ????? ???,51.649035,32.684378,normal,normal,no
2053,38,9,go,??? ???? ?????,51.649552,32.680369,normal,normal,no
1706,38,10,go,????? ?????? ??????,51.650970,32.677107,normal,normal,no
1182,38,11,go,????? ?????? ??????-????? 2,51.650457,32.674236,od,normal,no
3656,40,1,go,????,51.596397,32.612497,od,normal,no
3907,40,2,go,?????? ???,51.598727,32.612267,normal,normal,no
3908,40,3,go,????? ????-40,51.602801,32.612179,normal,normal,no
3381,40,4,go,?????? ???,51.605427,32.612164,normal,normal,no
3379,40,5,go,?????? ????,51.608518,32.612046,normal,normal,no
3376,40,6,go,????? ????? ????,51.612333,32.611938,normal,normal,no
3691,40,7,go,?????? ???,51.615013,32.611828,normal,normal,no
3671,40,8,go,????????? ?????,51.618297,32.611988,normal,normal,no
3362,40,9,go,??? ??????,51.617391,32.616515,normal,normal,no
3131,40,10,go,?????,51.620778,32.619548,normal,normal,no
3132,40,11,go,?????? ???? ?????,51.625141,32.620391,normal,normal,no
3142,40,12,go,?????? ???,51.626185,32.621952,normal,normal,no
2872,40,13,go,?? ??? ?????,51.626158,32.625307,normal,normal,no
2130,40,14,go,?????? ?????? ???,51.626477,32.631787,normal,normal,no
2135,40,15,go,????? ???????,51.630969,32.634959,normal,normal,no
2138,40,16,go,???? ?????,51.634164,32.635160,normal,normal,no
2878,40,17,go,?? ????,51.638619,32.637012,normal,normal,no
2809,40,18,go,???? ?????,51.641252,32.637598,normal,normal,no
2879,40,19,go,???? ?????,51.642139,32.638390,normal,normal,no
2481,40,20,go,?? ??????,51.645652,32.639717,normal,normal,no
2483,40,21,go,?? ????,51.652811,32.641227,normal,normal,no
2880,40,22,go,?? ???,51.659984,32.641506,normal,normal,no
1632,40,23,go,?? ? ?? ??-40,51.665753,32.642641,od,normal,no
1632,40,1,back,?? ? ?? ??-40,51.665753,32.642641,od,normal,no
2729,40,2,back,?? ???,51.658253,32.641726,normal,normal,no
2477,40,3,back,?? ????,51.652364,32.641254,normal,normal,no
2478,40,4,back,?? ??????,51.645320,32.639913,normal,normal,no
2479,40,5,back,???? ?????,51.641889,32.638593,normal,normal,no
2058,40,6,back,?? ????,51.637442,32.637162,normal,normal,no
2059,40,7,back,???? ?????,51.632883,32.635500,normal,normal,no
2060,40,8,back,????? ???????,51.629801,32.635451,normal,normal,no
2075,40,9,back,?????? ?????? ???-72,51.626242,32.632456,od,normal,no
2061,40,10,back,??? ????,51.626064,32.628815,normal,normal,no
2877,40,11,back,?? ??? ?????,51.625853,32.624957,normal,normal,no
2129,40,12,back,?????? ???,51.625893,32.622123,normal,normal,no
3128,40,13,back,?????? ???? ?????,51.624852,32.620609,normal,normal,no
3129,40,14,back,?????,51.621053,32.619861,normal,normal,no
3694,40,15,back,???????? ????,51.617488,32.619749,normal,normal,no
3801,40,16,back,??????,51.617595,32.622566,normal,normal,no
3401,40,17,back,???? ????,51.617039,32.623074,normal,normal,no
3374,40,18,back,?????,51.616739,32.616157,normal,normal,no
3130,40,19,back,??????? ??????,51.616687,32.613398,normal,normal,no
3373,40,20,back,???? ?????,51.616560,32.610977,normal,normal,no
3377,40,21,back,??????? ????,51.616645,32.608814,normal,normal,no
3378,40,22,back,??????? ????,51.614506,32.606672,normal,normal,no
3380,40,23,back,??????? ????,51.611660,32.607378,normal,normal,no
3382,40,24,back,?????? ????,51.607290,32.608137,normal,normal,no
3384,40,25,back,?????? ???,51.604621,32.608418,normal,normal,no
3386,40,26,back,?????? ????,51.601512,32.609105,normal,normal,no
3387,40,27,back,?????? ???,51.599228,32.609252,normal,normal,no
3385,40,28,back,?????? ??????,51.596602,32.609208,normal,normal,no
3383,40,29,back,?????? ??????,51.595436,32.611571,normal,normal,no
3656,40,30,back,????,51.596397,32.612497,od,normal,no
4190,41,1,go,??? ????? ???? ???,51.566755,32.681241,od,normal,no
3536,41,2,go,??? ????-41,51.571334,32.680643,od,normal,no
3538,41,3,go,???,51.577208,32.679778,normal,normal,no
3539,41,4,go,??????? ????,51.579773,32.679447,normal,normal,no
3541,41,5,go,????????,51.582568,32.679065,normal,normal,no
3543,41,6,go,??????? ???? ??? ??????,51.588080,32.678243,normal,normal,no
3545,41,7,go,??? ?????,51.594615,32.677385,normal,normal,no
3547,41,8,go,????,51.600729,32.677401,normal,normal,no
3549,41,9,go,????? ???? ???????,51.603619,32.677116,normal,normal,no
3551,41,10,go,???? ?????,51.606659,32.674856,normal,normal,no
3553,41,11,go,?????,51.609620,32.672265,normal,normal,no
3555,41,12,go,?????,51.611360,32.670734,normal,normal,no
3557,41,13,go,?????? ???,51.614521,32.668229,normal,normal,no
3558,41,14,go,?? ???,51.617327,32.666298,normal,normal,no
3559,41,15,go,????????,51.620963,32.664570,normal,normal,no
3561,41,16,go,??? ????,51.624619,32.664157,normal,normal,no
1595,41,17,go,???? ????,51.629665,32.663982,normal,normal,no
3563,41,18,go,???? ???? ??? ?????,51.633420,32.663783,normal,normal,no
3565,41,19,go,??? ?????,51.636340,32.663676,normal,normal,no
3567,41,20,go,??????? ???? ?????,51.642479,32.663349,normal,normal,no
2800,41,21,go,???,51.645881,32.666605,normal,normal,no
1185,41,22,go,???? ??? ???? ????,51.652476,32.665908,normal,normal,no
1289,41,23,go,???? ???????,51.654724,32.664675,normal,normal,no
1238,41,24,go,???? ?????????,51.655043,32.662666,normal,normal,no
1244,41,25,go,??? ???? ????,51.660180,32.662116,normal,normal,no
1258,41,26,go,??? ????,51.665763,32.661711,normal,normal,no
1294,41,28,go,????? ???? ???? ?-26,51.668059,32.658414,od,normal,no
1295,41,29,go,?? ??? ???-85-41,51.666631,32.659598,od,normal,no
1295,41,1,back,?? ??? ???-85-41,51.666631,32.659598,od,normal,no
1288,41,2,back,??? ????,51.665764,32.661879,normal,normal,no
1251,41,3,back,??? ???? ????,51.660206,32.662268,normal,normal,no
1234,41,4,back,???? ?????????,51.654929,32.662821,normal,normal,no
1219,41,5,back,???? ???????,51.654875,32.665485,normal,BRT,no
1239,41,6,back,???? ??? ???? ????,51.652149,32.666138,normal,normal,no
2152,41,7,back,???? ??? ???? ????,51.649992,32.666231,normal,normal,no
2153,41,8,back,???,51.645918,32.666851,normal,normal,no
2035,41,9,back,?????? ?????,51.644582,32.667590,normal,normal,no
2798,41,10,back,????? ???????,51.643181,32.665041,normal,normal,no
3568,41,11,back,??????? ???? ?????-75,51.642362,32.663645,od,normal,no
3566,41,12,back,??? ?????,51.636268,32.663967,normal,normal,no
3564,41,13,back,???? ???? ??? ?????,51.633382,32.664043,normal,normal,no
1593,41,14,back,???? ????,51.629567,32.664244,normal,normal,no
3562,41,15,back,??? ????,51.625924,32.664402,normal,normal,no
3560,41,16,back,????????,51.620810,32.664892,normal,normal,no
1594,41,17,back,?????,51.617360,32.666577,normal,normal,no
3556,41,18,back,?????? ???,51.614596,32.668576,normal,normal,no
3554,41,19,back,?????,51.611181,32.671286,normal,normal,no
1592,41,20,back,?????,51.609815,32.672436,normal,normal,no
3552,41,21,back,???? ?????,51.606534,32.675326,normal,normal,no
